enrich_id,customer_id,scraped_date,web_context_summary,industry_growth_sentiment,competitor_mention_count,recent_news_flag,digital_presence_score,business_health_indicator,enrichment_tier
ENR-00486-001,SME-2024-00486,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,0,False,29,Growing,Tier-2 Sector-Regional Proxy
ENR-00487-001,SME-2024-00487,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,87,Stable,Tier-1 Entity Lookup
ENR-00488-001,SME-2024-00488,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,65,Stable,Tier-2 Sector-Regional Proxy
ENR-00489-001,SME-2024-00489,2026-06-15,Perusahaan Konstruksi menunjukkan tren stable berdasarkan aktivitas digital,Positif,5,False,79,Stable,Tier-1 Entity Lookup
ENR-00490-001,SME-2024-00490,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,39,Stable,Tier-2 Sector-Regional Proxy
ENR-00491-001,SME-2024-00491,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,3,True,67,Stable,Tier-1 Entity Lookup
ENR-00492-001,SME-2024-00492,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Negatif,2,False,25,Stable,Tier-2 Sector-Regional Proxy
ENR-00493-001,SME-2024-00493,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,True,73,Stable,Tier-1 Entity Lookup
ENR-00494-001,SME-2024-00494,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Negatif,1,False,63,Declining,Tier-2 Sector-Regional Proxy
ENR-00495-001,SME-2024-00495,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,True,74,Stable,Tier-2 Sector-Regional Proxy
ENR-00496-001,SME-2024-00496,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,64,Stable,Tier-2 Sector-Regional Proxy
ENR-00497-001,SME-2024-00497,2026-06-15,Perusahaan Transportasi & Logistik menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,True,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00498-001,SME-2024-00498,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,2,False,57,Stable,Tier-1 Entity Lookup
ENR-00499-001,SME-2024-00499,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,1,False,45,Growing,Tier-1 Entity Lookup
ENR-00500-001,SME-2024-00500,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00501-001,SME-2024-00501,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,1,True,44,Declining,Tier-2 Sector-Regional Proxy
ENR-00502-001,SME-2024-00502,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,True,31,Growing,Tier-2 Sector-Regional Proxy
ENR-00503-001,SME-2024-00503,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,0,False,28,Declining,Tier-2 Sector-Regional Proxy
ENR-00504-001,SME-2024-00504,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,58,Growing,Tier-1 Entity Lookup
ENR-00505-001,SME-2024-00505,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,2,False,68,Growing,Tier-1 Entity Lookup
ENR-00506-001,SME-2024-00506,2026-06-15,Perusahaan Konstruksi menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,67,Stable,Tier-2 Sector-Regional Proxy
ENR-00507-001,SME-2024-00507,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,False,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00508-001,SME-2024-00508,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,True,30,Stable,Tier-2 Sector-Regional Proxy
ENR-00509-001,SME-2024-00509,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,4,True,79,Declining,Tier-1 Entity Lookup
ENR-00510-001,SME-2024-00510,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00511-001,SME-2024-00511,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Negatif,2,False,58,Stable,Tier-1 Entity Lookup
ENR-00512-001,SME-2024-00512,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,55,Stable,Tier-2 Sector-Regional Proxy
ENR-00513-001,SME-2024-00513,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,False,52,Stable,Tier-2 Sector-Regional Proxy
ENR-00514-001,SME-2024-00514,2026-06-15,Perusahaan Konstruksi menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00515-001,SME-2024-00515,2026-06-15,Perusahaan Transportasi & Logistik menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00516-001,SME-2024-00516,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,True,30,Growing,Tier-2 Sector-Regional Proxy
ENR-00517-001,SME-2024-00517,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,62,Stable,Tier-2 Sector-Regional Proxy
ENR-00518-001,SME-2024-00518,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,2,False,63,Growing,Tier-1 Entity Lookup
ENR-00519-001,SME-2024-00519,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,False,62,Growing,Tier-2 Sector-Regional Proxy
ENR-00520-001,SME-2024-00520,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,True,71,Stable,Tier-2 Sector-Regional Proxy
ENR-00521-001,SME-2024-00521,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Positif,1,True,69,Declining,Tier-1 Entity Lookup
ENR-00522-001,SME-2024-00522,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00523-001,SME-2024-00523,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,False,36,Growing,Tier-2 Sector-Regional Proxy
ENR-00524-001,SME-2024-00524,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,3,False,73,Stable,Tier-1 Entity Lookup
ENR-00525-001,SME-2024-00525,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,59,Stable,Tier-2 Sector-Regional Proxy
ENR-00526-001,SME-2024-00526,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00527-001,SME-2024-00527,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,True,46,Stable,Tier-2 Sector-Regional Proxy
ENR-00528-001,SME-2024-00528,2026-06-15,Perusahaan Perdagangan Eceran menunjukkan tren stable berdasarkan aktivitas digital,Negatif,3,False,55,Stable,Tier-2 Sector-Regional Proxy
ENR-00529-001,SME-2024-00529,2026-06-15,Perusahaan Transportasi & Logistik menunjukkan tren stable berdasarkan aktivitas digital,Netral,1,False,46,Stable,Tier-2 Sector-Regional Proxy
ENR-00530-001,SME-2024-00530,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,55,Stable,Tier-2 Sector-Regional Proxy
ENR-00531-001,SME-2024-00531,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,71,Stable,Tier-1 Entity Lookup
ENR-00532-001,SME-2024-00532,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,1,False,46,Growing,Tier-2 Sector-Regional Proxy
ENR-00533-001,SME-2024-00533,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,64,Stable,Tier-1 Entity Lookup
ENR-00534-001,SME-2024-00534,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,0,True,71,Growing,Tier-1 Entity Lookup
ENR-00535-001,SME-2024-00535,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,True,35,Stable,Tier-2 Sector-Regional Proxy
ENR-00536-001,SME-2024-00536,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,1,True,60,Growing,Tier-1 Entity Lookup
ENR-00537-001,SME-2024-00537,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Netral,3,False,83,Stable,Tier-1 Entity Lookup
ENR-00538-001,SME-2024-00538,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,35,Stable,Tier-2 Sector-Regional Proxy
ENR-00539-001,SME-2024-00539,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,1,False,63,Growing,Tier-1 Entity Lookup
ENR-00540-001,SME-2024-00540,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,True,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00541-001,SME-2024-00541,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,0,False,41,Growing,Tier-2 Sector-Regional Proxy
ENR-00542-001,SME-2024-00542,2026-06-15,Perusahaan Transportasi & Logistik menunjukkan tren stable berdasarkan aktivitas digital,Positif,4,False,64,Stable,Tier-1 Entity Lookup
ENR-00543-001,SME-2024-00543,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,0,False,67,Growing,Tier-2 Sector-Regional Proxy
ENR-00544-001,SME-2024-00544,2026-06-15,Perusahaan Pendidikan & Training menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00545-001,SME-2024-00545,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,False,40,Stable,Tier-2 Sector-Regional Proxy
ENR-00546-001,SME-2024-00546,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,1,True,62,Growing,Tier-2 Sector-Regional Proxy
ENR-00547-001,SME-2024-00547,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,56,Stable,Tier-2 Sector-Regional Proxy
ENR-00548-001,SME-2024-00548,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,2,False,31,Growing,Tier-2 Sector-Regional Proxy
ENR-00549-001,SME-2024-00549,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,False,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00550-001,SME-2024-00550,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Negatif,2,False,77,Declining,Tier-1 Entity Lookup
ENR-00551-001,SME-2024-00551,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,61,Stable,Tier-2 Sector-Regional Proxy
ENR-00552-001,SME-2024-00552,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,False,55,Growing,Tier-2 Sector-Regional Proxy
ENR-00553-001,SME-2024-00553,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,59,Stable,Tier-2 Sector-Regional Proxy
ENR-00554-001,SME-2024-00554,2026-06-15,Perusahaan Konstruksi menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,54,Stable,Tier-2 Sector-Regional Proxy
ENR-00555-001,SME-2024-00555,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,21,Growing,Tier-2 Sector-Regional Proxy
ENR-00556-001,SME-2024-00556,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,False,85,Stable,Tier-2 Sector-Regional Proxy
ENR-00557-001,SME-2024-00557,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,False,23,Stable,Tier-2 Sector-Regional Proxy
ENR-00558-001,SME-2024-00558,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,46,Stable,Tier-2 Sector-Regional Proxy
ENR-00559-001,SME-2024-00559,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,True,83,Stable,Tier-1 Entity Lookup
ENR-00560-001,SME-2024-00560,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,67,Stable,Tier-1 Entity Lookup
ENR-00561-001,SME-2024-00561,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,False,62,Stable,Tier-2 Sector-Regional Proxy
ENR-00562-001,SME-2024-00562,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,50,Stable,Tier-2 Sector-Regional Proxy
ENR-00563-001,SME-2024-00563,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,False,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00564-001,SME-2024-00564,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,False,39,Growing,Tier-2 Sector-Regional Proxy
ENR-00565-001,SME-2024-00565,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,2,False,44,Stable,Tier-2 Sector-Regional Proxy
ENR-00566-001,SME-2024-00566,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,True,70,Growing,Tier-2 Sector-Regional Proxy
ENR-00567-001,SME-2024-00567,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,0,False,47,Declining,Tier-2 Sector-Regional Proxy
ENR-00568-001,SME-2024-00568,2026-06-15,Perusahaan Transportasi & Logistik menunjukkan tren stable berdasarkan aktivitas digital,Positif,4,False,52,Stable,Tier-1 Entity Lookup
ENR-00569-001,SME-2024-00569,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,False,42,Stable,Tier-2 Sector-Regional Proxy
ENR-00570-001,SME-2024-00570,2026-06-15,Perusahaan Transportasi & Logistik menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,True,59,Stable,Tier-2 Sector-Regional Proxy
ENR-00571-001,SME-2024-00571,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,False,64,Stable,Tier-2 Sector-Regional Proxy
ENR-00572-001,SME-2024-00572,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,1,True,66,Declining,Tier-2 Sector-Regional Proxy
ENR-00573-001,SME-2024-00573,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,True,49,Stable,Tier-2 Sector-Regional Proxy
ENR-00574-001,SME-2024-00574,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,True,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00575-001,SME-2024-00575,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,1,True,44,Growing,Tier-1 Entity Lookup
ENR-00576-001,SME-2024-00576,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Positif,2,False,81,Stable,Tier-1 Entity Lookup
ENR-00577-001,SME-2024-00577,2026-06-15,Perusahaan Properti & Real Estate menunjukkan tren stable berdasarkan aktivitas digital,Netral,2,True,44,Stable,Tier-2 Sector-Regional Proxy
ENR-00578-001,SME-2024-00578,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Positif,0,True,20,Stable,Tier-2 Sector-Regional Proxy
ENR-00579-001,SME-2024-00579,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,1,True,59,Declining,Tier-2 Sector-Regional Proxy
ENR-00580-001,SME-2024-00580,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,False,35,Stable,Tier-2 Sector-Regional Proxy
ENR-00581-001,SME-2024-00581,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,0,True,35,Stable,Tier-2 Sector-Regional Proxy
ENR-00582-001,SME-2024-00582,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,3,False,36,Declining,Tier-2 Sector-Regional Proxy
ENR-00583-001,SME-2024-00583,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Netral,4,False,46,Stable,Tier-2 Sector-Regional Proxy
ENR-00584-001,SME-2024-00584,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,2,True,81,Growing,Tier-1 Entity Lookup
ENR-00585-001,SME-2024-00585,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,True,65,Stable,Tier-1 Entity Lookup
ENR-00586-001,SME-2024-00586,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,2,True,60,Stable,Tier-2 Sector-Regional Proxy
ENR-00587-001,SME-2024-00587,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,0,True,52,Stable,Tier-2 Sector-Regional Proxy
ENR-00588-001,SME-2024-00588,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,3,False,91,Stable,Tier-1 Entity Lookup
ENR-00589-001,SME-2024-00589,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,28,Stable,Tier-2 Sector-Regional Proxy
ENR-00590-001,SME-2024-00590,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,True,52,Declining,Tier-2 Sector-Regional Proxy
ENR-00591-001,SME-2024-00591,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,3,False,49,Growing,Tier-2 Sector-Regional Proxy
ENR-00592-001,SME-2024-00592,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Netral,1,False,57,Stable,Tier-2 Sector-Regional Proxy
ENR-00593-001,SME-2024-00593,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,2,False,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00594-001,SME-2024-00594,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,True,33,Growing,Tier-2 Sector-Regional Proxy
ENR-00595-001,SME-2024-00595,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Positif,1,False,45,Stable,Tier-2 Sector-Regional Proxy
ENR-00596-001,SME-2024-00596,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,3,False,52,Growing,Tier-2 Sector-Regional Proxy
ENR-00597-001,SME-2024-00597,2026-06-15,Perusahaan Kesehatan menunjukkan tren stable berdasarkan aktivitas digital,Negatif,0,False,43,Stable,Tier-2 Sector-Regional Proxy
ENR-00598-001,SME-2024-00598,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,True,57,Stable,Tier-2 Sector-Regional Proxy
ENR-00599-001,SME-2024-00599,2026-06-15,Perusahaan Media & Kreatif menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00600-001,SME-2024-00600,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Negatif,1,False,64,Declining,Tier-2 Sector-Regional Proxy
ENR-00601-001,SME-2024-00601,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,1,False,49,Growing,Tier-2 Sector-Regional Proxy
ENR-00602-001,SME-2024-00602,2026-06-15,Perusahaan Pertanian & Agribisnis menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,83,Stable,Tier-1 Entity Lookup
ENR-00603-001,SME-2024-00603,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,2,False,67,Growing,Tier-1 Entity Lookup
ENR-00604-001,SME-2024-00604,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,0,False,46,Declining,Tier-2 Sector-Regional Proxy
ENR-00605-001,SME-2024-00605,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,0,True,36,Growing,Tier-2 Sector-Regional Proxy
ENR-00606-001,SME-2024-00606,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,3,False,94,Stable,Tier-1 Entity Lookup
ENR-00607-001,SME-2024-00607,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Negatif,1,False,58,Growing,Tier-2 Sector-Regional Proxy
ENR-00608-001,SME-2024-00608,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,3,False,55,Growing,Tier-1 Entity Lookup
ENR-00609-001,SME-2024-00609,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,1,False,71,Growing,Tier-1 Entity Lookup
ENR-00610-001,SME-2024-00610,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,33,Growing,Tier-2 Sector-Regional Proxy
ENR-00611-001,SME-2024-00611,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,0,False,34,Growing,Tier-2 Sector-Regional Proxy
ENR-00612-001,SME-2024-00612,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,0,False,39,Declining,Tier-2 Sector-Regional Proxy
ENR-00613-001,SME-2024-00613,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,63,Growing,Tier-2 Sector-Regional Proxy
ENR-00614-001,SME-2024-00614,2026-06-15,Perusahaan Jasa Keuangan menunjukkan tren stable berdasarkan aktivitas digital,Positif,1,False,22,Stable,Tier-2 Sector-Regional Proxy
ENR-00615-001,SME-2024-00615,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,2,False,47,Declining,Tier-2 Sector-Regional Proxy
ENR-00616-001,SME-2024-00616,2026-06-15,Perusahaan Teknologi Informasi menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,36,Stable,Tier-2 Sector-Regional Proxy
ENR-00617-001,SME-2024-00617,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Netral,0,True,83,Growing,Tier-1 Entity Lookup
ENR-00618-001,SME-2024-00618,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,True,65,Stable,Tier-2 Sector-Regional Proxy
ENR-00619-001,SME-2024-00619,2026-06-15,Perusahaan Manufaktur menunjukkan tren stable berdasarkan aktivitas digital,Netral,0,False,61,Stable,Tier-1 Entity Lookup
ENR-00620-001,SME-2024-00620,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,42,Growing,Tier-2 Sector-Regional Proxy
ENR-00621-001,SME-2024-00621,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,0,False,54,Growing,Tier-2 Sector-Regional Proxy
ENR-00622-001,SME-2024-00622,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,0,True,51,Stable,Tier-2 Sector-Regional Proxy
ENR-00623-001,SME-2024-00623,2026-06-15,Ekspansi bisnis dan rekrutmen karyawan baru teramati di semester berjalan,Positif,0,False,62,Growing,Tier-2 Sector-Regional Proxy
ENR-00624-001,SME-2024-00624,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Netral,1,True,53,Stable,Tier-2 Sector-Regional Proxy
ENR-00625-001,SME-2024-00625,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Netral,1,False,52,Declining,Tier-2 Sector-Regional Proxy
ENR-00626-001,SME-2024-00626,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,0,False,49,Growing,Tier-2 Sector-Regional Proxy
ENR-00627-001,SME-2024-00627,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Positif,2,False,76,Growing,Tier-2 Sector-Regional Proxy
ENR-00628-001,SME-2024-00628,2026-06-15,Konten negatif terkait keluhan pelanggan terdeteksi di kanal publik,Positif,1,True,81,Declining,Tier-1 Entity Lookup
ENR-00629-001,SME-2024-00629,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,48,Growing,Tier-2 Sector-Regional Proxy
ENR-00630-001,SME-2024-00630,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,0,False,51,Declining,Tier-2 Sector-Regional Proxy
ENR-00631-001,SME-2024-00631,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,4,False,88,Growing,Tier-1 Entity Lookup
ENR-00632-001,SME-2024-00632,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Netral,2,True,57,Growing,Tier-2 Sector-Regional Proxy
ENR-00633-001,SME-2024-00633,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Positif,0,False,43,Growing,Tier-2 Sector-Regional Proxy
ENR-00634-001,SME-2024-00634,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,3,True,49,Declining,Tier-1 Entity Lookup
ENR-00635-001,SME-2024-00635,2026-06-15,Menang tender proyek infrastruktur pemerintah,Positif,1,False,55,Growing,Tier-2 Sector-Regional Proxy
ENR-00636-001,SME-2024-00636,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,2,False,36,Declining,Tier-2 Sector-Regional Proxy
ENR-00637-001,SME-2024-00637,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,2,False,48,Declining,Tier-2 Sector-Regional Proxy
ENR-00638-001,SME-2024-00638,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Positif,0,False,62,Declining,Tier-2 Sector-Regional Proxy
ENR-00639-001,SME-2024-00639,2026-06-15,Operasional bisnis berjalan stabil tanpa anomali signifikan,Negatif,2,False,78,Stable,Tier-1 Entity Lookup
ENR-00640-001,SME-2024-00640,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,0,True,67,Stable,Tier-1 Entity Lookup
ENR-00641-001,SME-2024-00641,2026-06-15,Menang tender proyek infrastruktur pemerintah,Netral,2,False,77,Growing,Tier-1 Entity Lookup
ENR-00642-001,SME-2024-00642,2026-06-15,Menang tender proyek infrastruktur pemerintah,Negatif,0,True,56,Growing,Tier-2 Sector-Regional Proxy
ENR-00643-001,SME-2024-00643,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,1,False,67,Growing,Tier-1 Entity Lookup
ENR-00644-001,SME-2024-00644,2026-06-15,Penambahan cabang dan peningkatan aktivitas digital terdeteksi,Netral,0,False,68,Growing,Tier-1 Entity Lookup
ENR-00645-001,SME-2024-00645,2026-06-15,Indikasi penundaan proyek dan pengurangan kapasitas operasional,Netral,0,True,75,Declining,Tier-2 Sector-Regional Proxy
ENR-00646-001,SME-2024-00646,2026-06-15,Penurunan aktivitas digital dan eksposur publik teramati,Netral,1,False,39,Declining,Tier-2 Sector-Regional Proxy
ENR-00647-001,SME-2024-00647,2026-06-15,"Pertumbuhan digital moderat, tidak ada indikator risiko",Positif,1,True,86,Stable,Tier-1 Entity Lookup
ENR-00648-001,SME-2024-00648,2026-06-15,Kolaborasi strategis dengan ekosistem Telkom Group,Negatif,2,False,73,Growing,Tier-2 Sector-Regional Proxy
