customer_id,company_name,business_sector,region,segment,company_scale,employee_count,tenure_years,total_mrr,product_count,months_available,potential_score,stability_score,churn_risk_index,assigned_score,score_category,confidence_score,priority_score,primary_action,secondary_action,timing,channel,expected_success_rate,rationale
SME-2024-00767,Kios Garuda Sakti Jaya,Konstruksi,Malang,Pelanggan Baru,Mikro,5,0.31666666666666665,1349229.0,1.0,4,54.4,62.6,19.7,54.4,Medium Potential,80,0.314,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00768,PT Abadi Andalan Lestari,Teknologi Informasi,Batam,Pelanggan Baru,Menengah,62,0.4666666666666666,1826423.0,1.0,6,78.4,70.7,17.2,78.4,High Potential,85,0.449,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00769,UD Permata Digital Jaya,Jasa Keuangan,Bandung,Pelanggan Baru,Mikro,1,0.125,6835629.0,2.0,2,62.8,74.6,16.0,62.8,Medium Potential,77,0.526,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00770,PT Jaya Persada,Pertanian & Agribisnis,Denpasar,Pelanggan Baru,Besar,191,0.06666666666666667,3908262.0,1.0,1,83.3,77.1,16.7,83.3,High Potential,72,0.538,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00771,CV Sriwijaya Lestari Sentosa,Kuliner & F&B,Palembang,Pelanggan Baru,Menengah,24,0.44166666666666665,1559558.0,1.0,6,66.2,58.3,21.6,66.2,Medium Potential,85,0.379,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00772,UD Garuda Persada Jaya,Media & Kreatif,Medan,Pelanggan Baru,Mikro,2,0.3666666666666667,1527230.0,1.0,5,49.3,65.6,19.3,49.3,Low Potential,80,0.294,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00773,Toko Permata Lestari Lestari,Properti & Real Estate,Bandar Lampung,Pelanggan Baru,Kecil,17,0.48333333333333334,3130837.0,2.0,6,57.2,74.3,15.6,57.2,Medium Potential,82,0.383,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00774,CV Jaya Sinergi Lestari,Kuliner & F&B,Palembang,Pelanggan Baru,Menengah,92,0.25,9872848.0,2.0,4,73.5,64.2,23.0,73.5,Medium Potential,80,0.673,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00775,Warung Sentosa Bahagia Abadi,Media & Kreatif,Surabaya,Pelanggan Baru,Mikro,1,0.06666666666666667,10552092.0,2.0,1,38.9,69.3,19.2,38.9,Low Potential,72,0.522,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00776,Warung Tirta Pratama,Media & Kreatif,Semarang,Pelanggan Baru,Mikro,3,0.3333333333333333,2527042.0,1.0,4,40.2,72.7,15.5,40.2,Low Potential,80,0.279,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00777,Kios Permata Sejahtera Sentosa,Transportasi & Logistik,Semarang,Pelanggan Baru,Mikro,4,0.44166666666666665,7377340.0,2.0,6,59.0,61.1,16.2,59.0,Medium Potential,85,0.524,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00778,PT Mega Pratama Abadi,Properti & Real Estate,Semarang,Pelanggan Baru,Menengah,31,0.16666666666666666,2098474.0,1.0,3,63.0,60.1,24.8,63.0,Medium Potential,80,0.38,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00779,Warung Tirta Persada,Kuliner & F&B,Makassar,Pelanggan Baru,Mikro,4,0.03333333333333333,4463058.0,1.0,1,60.7,61.9,20.9,60.7,Medium Potential,72,0.442,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00780,Toko Garuda Optima Pratama,Pendidikan & Training,Medan,Pelanggan Baru,Kecil,9,0.19166666666666665,3472022.0,1.0,3,67.2,72.2,16.9,67.2,Medium Potential,80,0.444,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00781,Warung Sentosa Network Sentosa,Teknologi Informasi,Denpasar,Pelanggan Baru,Mikro,3,0.05833333333333333,1748911.0,1.0,1,68.1,70.5,17.7,68.1,Medium Potential,72,0.395,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00782,Kios Mitra Indah Pratama,Media & Kreatif,Malang,Pelanggan Baru,Mikro,3,0.11666666666666665,1854849.0,1.0,2,53.2,77.8,14.0,53.2,Medium Potential,77,0.323,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00783,UD Nusantara Sinergi Mandiri,Konstruksi,Batam,Pelanggan Baru,Kecil,18,0.375,4578607.0,2.0,5,60.1,66.6,18.4,60.1,Medium Potential,80,0.443,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00784,Kios Bintang Teknologi Mandiri,Jasa Keuangan,Palembang,Pelanggan Baru,Mikro,4,0.425,568843.0,1.0,6,52.4,76.0,11.9,52.4,Medium Potential,85,0.28,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00785,Warung Citra Indah Jaya,Transportasi & Logistik,Semarang,Pelanggan Baru,Mikro,5,0.3,4859885.0,2.0,4,62.3,71.2,13.5,62.3,Medium Potential,80,0.462,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00786,Toko Bukit Teknologi Abadi,Manufaktur,Medan,Pelanggan Baru,Kecil,14,0.30833333333333335,4817573.0,1.0,4,53.8,59.7,25.2,53.8,Medium Potential,80,0.418,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00787,PT Garuda Indah,Transportasi & Logistik,Batam,Pelanggan Baru,Menengah,77,0.13333333333333333,2050647.0,1.0,2,74.9,71.2,16.4,74.9,Medium Potential,74,0.438,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00788,Warung Mega Lestari Abadi,Media & Kreatif,Malang,Pelanggan Baru,Mikro,3,0.45,988070.0,1.0,6,41.4,65.3,21.1,41.4,Low Potential,85,0.238,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00789,PT Berkah Mulia Lestari,Perdagangan Eceran,Denpasar,Pelanggan Baru,Menengah,32,0.03333333333333333,4546579.0,2.0,1,78.4,69.6,13.8,78.4,High Potential,72,0.533,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00790,Toko Tirta Andalan Sentosa,Jasa Keuangan,Denpasar,Pelanggan Baru,Kecil,20,0.19999999999999998,5393467.0,1.0,3,65.9,75.1,12.6,65.9,Medium Potential,80,0.497,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00791,Toko Jaya Sejahtera Mandiri,Konstruksi,Tangerang,Pelanggan Baru,Kecil,8,0.016666666666666666,4273185.0,2.0,1,49.4,69.0,21.3,49.4,Low Potential,70,0.38,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00792,Warung Bintang Sakti Lestari,Kuliner & F&B,Medan,Pelanggan Baru,Mikro,5,0.13333333333333333,9947569.0,1.0,2,51.6,64.7,17.0,51.6,Medium Potential,77,0.567,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00793,CV Berkah Solusi Jaya,Teknologi Informasi,Semarang,Pelanggan Baru,Kecil,8,0.225,1970110.0,1.0,3,45.1,57.8,28.0,45.1,Low Potential,80,0.287,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00794,Warung Duta Cemerlang,Pertanian & Agribisnis,Makassar,Pelanggan Baru,Mikro,5,0.39166666666666666,7348012.0,3.0,5,50.5,65.2,22.1,50.5,Medium Potential,80,0.48,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00795,CV Permata Mulia Lestari,Transportasi & Logistik,Tangerang,Pelanggan Baru,Kecil,13,0.27499999999999997,10261663.0,2.0,4,34.4,69.4,19.8,34.4,Low Potential,80,0.49,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00796,CV Abadi Cemerlang Sentosa,Pendidikan & Training,Surabaya,Pelanggan Baru,Menengah,75,0.3333333333333333,5334828.0,1.0,4,75.4,61.8,25.2,75.4,High Potential,80,0.543,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00797,Toko Nusantara Cemerlang Lestari,Jasa Keuangan,Bandung,Pelanggan Baru,Kecil,10,0.19166666666666665,2392931.0,1.0,3,46.6,70.9,18.1,46.6,Low Potential,80,0.307,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00798,Toko Bukit Data Jaya,Jasa Keuangan,Batam,Pelanggan Baru,Mikro,1,0.11666666666666665,3073494.0,1.0,2,56.9,70.8,19.7,56.9,Medium Potential,77,0.38,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00799,Toko Mega Lestari Sentosa,Perdagangan Eceran,Tangerang,Pelanggan Baru,Kecil,13,0.24166666666666667,646290.0,1.0,3,58.0,67.5,22.8,58.0,Medium Potential,80,0.31,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00800,CV Tirta Andalan Jaya,Teknologi Informasi,Tangerang,Pelanggan Baru,Kecil,19,0.325,2156251.0,1.0,4,67.5,74.1,13.9,67.5,Medium Potential,80,0.404,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00801,Toko Abadi Sinergi,Media & Kreatif,Medan,Pelanggan Baru,Mikro,2,0.225,2679192.0,1.0,3,49.4,68.8,11.6,49.4,Low Potential,80,0.33,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00802,Toko Citra Data Sentosa,Pertanian & Agribisnis,Bandung,Pelanggan Baru,Kecil,6,0.4583333333333333,993259.0,1.0,6,70.5,68.2,14.8,70.5,Medium Potential,85,0.383,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00803,PT Sentosa Optima Pratama,Properti & Real Estate,Makassar,Pelanggan Baru,Menengah,77,0.25833333333333336,3864199.0,2.0,4,71.5,72.2,15.7,71.5,Medium Potential,77,0.477,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00804,UD Duta Lestari Lestari,Manufaktur,Palembang,Pelanggan Baru,Kecil,19,0.15833333333333333,2316638.0,2.0,2,56.2,69.9,15.6,56.2,Medium Potential,77,0.353,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00805,CV Garuda Indah Pratama,Pendidikan & Training,Batam,Pelanggan Baru,Kecil,12,0.016666666666666666,3647542.0,1.0,1,50.4,80.7,13.4,50.4,Medium Potential,70,0.365,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00806,UD Jaya Cemerlang Mandiri,Jasa Keuangan,Makassar,Pelanggan Baru,Mikro,2,0.06666666666666667,3657830.0,1.0,1,61.8,76.6,16.5,61.8,Medium Potential,72,0.423,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00807,Warung Citra Makmur Mandiri,Konstruksi,Bandung,Pelanggan Baru,Mikro,1,0.2916666666666667,1414140.0,1.0,4,62.4,68.7,13.7,62.4,Medium Potential,80,0.356,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00808,PT Garuda Teknologi Abadi,Perdagangan Eceran,Semarang,Pelanggan Baru,Menengah,28,0.19999999999999998,4158419.0,2.0,3,52.7,63.3,23.0,52.7,Medium Potential,80,0.393,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00809,CV Bumi Network Pratama,Pertanian & Agribisnis,Medan,Pelanggan Baru,Kecil,5,0.24166666666666667,1716413.0,1.0,3,61.9,56.3,21.8,61.9,Medium Potential,80,0.363,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00810,Toko Abadi Digital Abadi,Teknologi Informasi,Surabaya,Pelanggan Baru,Mikro,4,0.25833333333333336,4871529.0,1.0,4,57.4,70.6,17.2,57.4,Medium Potential,80,0.438,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00811,Kios Citra Data Lestari,Kesehatan,Makassar,Pelanggan Baru,Mikro,5,0.14166666666666666,1929005.0,2.0,2,43.1,68.3,20.0,43.1,Low Potential,74,0.275,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00812,CV Mitra Lestari Abadi,Transportasi & Logistik,Makassar,Pelanggan Baru,Kecil,15,0.18333333333333335,2998591.0,2.0,3,47.1,62.4,23.0,47.1,Low Potential,80,0.329,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00813,Kios Nusantara Persada Lestari,Properti & Real Estate,Makassar,Pelanggan Baru,Mikro,5,0.18333333333333335,6912124.0,3.0,3,59.7,62.8,16.8,59.7,Medium Potential,80,0.513,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00814,Kios Sriwijaya Sakti Abadi,Perdagangan Eceran,Yogyakarta,Pelanggan Baru,Mikro,2,0.09166666666666667,5326774.0,2.0,2,59.4,76.0,11.9,59.4,Medium Potential,74,0.462,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00815,Toko Sumber Sejahtera Pratama,Properti & Real Estate,Denpasar,Pelanggan Baru,Mikro,5,0.3333333333333333,2807721.0,1.0,5,58.8,76.6,15.8,58.8,Medium Potential,80,0.381,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00816,Kios Sumber Lestari Pratama,Transportasi & Logistik,Batam,Pelanggan Baru,Mikro,5,0.45,1742153.0,1.0,6,44.5,77.0,17.0,44.5,Low Potential,85,0.276,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00817,Warung Permata Sinergi Jaya,Properti & Real Estate,Batam,Pelanggan Baru,Mikro,5,0.20833333333333334,5008478.0,2.0,3,59.4,70.2,17.1,59.4,Medium Potential,80,0.452,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00818,CV Mega Teknologi Jaya,Transportasi & Logistik,Denpasar,Pelanggan Baru,Kecil,15,0.3333333333333333,5247289.0,1.0,4,60.1,62.9,24.5,60.1,Medium Potential,80,0.463,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00819,PT Sriwijaya Makmur Sentosa,Manufaktur,Denpasar,Pelanggan Baru,Besar,425,0.16666666666666666,3865351.0,2.0,3,90.1,63.0,22.4,90.1,High Potential,80,0.57,Fast-track Loyalty Program Enrollment,Offer 12-month contract with early-bird discount,Within 7 days of registration,Executive Phone Call + Email,75,High growth potential detected. Lock-in before competitor approaches.
SME-2024-00820,CV Mitra Mulia Sentosa,Manufaktur,Denpasar,Pelanggan Baru,Menengah,43,0.4166666666666667,1200795.0,1.0,6,68.3,67.7,14.4,68.3,Medium Potential,85,0.379,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00821,UD Citra Andalan Lestari,Teknologi Informasi,Jakarta,Pelanggan Baru,Mikro,3,0.3,1609265.0,1.0,4,39.8,68.3,18.3,39.8,Low Potential,80,0.249,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00822,UD Bintang Optima Abadi,Konstruksi,Bandar Lampung,Pelanggan Baru,Kecil,19,0.075,6463826.0,3.0,1,63.5,66.5,17.4,63.5,Medium Potential,72,0.518,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00823,CV Sumber Sakti Mandiri,Kuliner & F&B,Malang,Pelanggan Baru,Menengah,34,0.4083333333333334,4741061.0,2.0,5,66.7,72.1,13.7,66.7,Medium Potential,80,0.481,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00824,Toko Garuda Sejahtera Mandiri,Konstruksi,Jakarta,Pelanggan Baru,Kecil,14,0.39999999999999997,3373862.0,2.0,5,70.6,73.7,10.3,70.6,Medium Potential,80,0.458,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00825,UD Bumi Network,Media & Kreatif,Palembang,Pelanggan Baru,Mikro,3,0.17500000000000002,1775915.0,1.0,3,50.6,70.4,21.9,50.6,Medium Potential,80,0.308,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00826,UD Abadi Data,Teknologi Informasi,Denpasar,Pelanggan Baru,Mikro,4,0.35833333333333334,2902547.0,1.0,5,44.1,71.6,19.9,44.1,Low Potential,80,0.31,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00827,CV Citra Makmur Sentosa,Kesehatan,Semarang,Pelanggan Baru,Kecil,13,0.10833333333333334,3358535.0,1.0,2,51.4,68.7,16.1,51.4,Medium Potential,77,0.361,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00828,CV Abadi Sinergi Sentosa,Manufaktur,Surabaya,Pelanggan Baru,Kecil,17,0.3,2080538.0,1.0,4,52.6,68.4,21.0,52.6,Medium Potential,77,0.327,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00829,Kios Mandiri Sejahtera Pratama,Kesehatan,Semarang,Pelanggan Baru,Mikro,2,0.47500000000000003,3507800.0,1.0,6,49.4,65.4,23.2,49.4,Low Potential,85,0.356,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
SME-2024-00830,Toko Duta Indah Lestari,Kesehatan,Semarang,Pelanggan Baru,Kecil,9,0.25833333333333336,1658003.0,1.0,4,51.3,71.8,17.2,51.3,Medium Potential,80,0.308,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00831,CV Mega Solusi Lestari,Pertanian & Agribisnis,Surabaya,Pelanggan Baru,Kecil,15,0.39999999999999997,5511554.0,3.0,5,65.0,67.4,19.1,65.0,Medium Potential,80,0.496,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00832,UD Duta Sinergi Pratama,Manufaktur,Palembang,Pelanggan Baru,Kecil,7,0.125,2461047.0,1.0,2,55.8,66.8,21.7,55.8,Medium Potential,77,0.355,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00833,CV Sentosa Digital,Media & Kreatif,Semarang,Pelanggan Baru,Menengah,24,0.2833333333333333,1298711.0,1.0,4,63.3,70.6,21.0,63.3,Medium Potential,80,0.357,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00834,PT Tirta Pratama Lestari,Manufaktur,Denpasar,Pelanggan Baru,Menengah,68,0.3833333333333333,3740261.0,2.0,5,68.9,74.1,16.9,68.9,Medium Potential,77,0.46,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00835,UD Bukit Digital Jaya,Jasa Keuangan,Bandung,Pelanggan Baru,Mikro,2,0.3416666666666666,4287390.0,2.0,5,55.1,71.6,13.9,55.1,Medium Potential,80,0.408,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00836,Toko Tirta Mulia,Jasa Keuangan,Bandung,Pelanggan Baru,Mikro,3,0.049999999999999996,2520506.0,1.0,1,57.8,70.5,19.8,57.8,Medium Potential,72,0.367,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00837,CV Bumi Network Abadi,Manufaktur,Medan,Pelanggan Baru,Kecil,20,0.16666666666666666,4750380.0,2.0,3,68.2,71.1,12.4,68.2,Medium Potential,80,0.488,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00838,PT Mandiri Digital Jaya,Perdagangan Eceran,Tangerang,Pelanggan Baru,Besar,392,0.15,3173772.0,2.0,2,59.8,65.7,24.7,59.8,Medium Potential,77,0.398,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00839,UD Abadi Optima Jaya,Media & Kreatif,Malang,Pelanggan Baru,Mikro,1,0.09999999999999999,3361855.0,3.0,2,53.1,69.5,18.2,53.1,Medium Potential,75,0.369,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00840,UD Berkah Utama Abadi,Media & Kreatif,Malang,Pelanggan Baru,Mikro,3,0.18333333333333335,9972418.0,1.0,3,60.7,71.7,17.9,60.7,Medium Potential,80,0.613,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00841,CV Sentosa Mulia Mandiri,Properti & Real Estate,Surabaya,Pelanggan Baru,Kecil,6,0.3833333333333333,1759099.0,1.0,5,53.9,57.2,19.2,53.9,Medium Potential,80,0.324,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00842,Kios Bintang Konektifitas Abadi,Properti & Real Estate,Malang,Pelanggan Baru,Mikro,5,0.225,2668020.0,1.0,3,60.8,80.0,15.8,60.8,Medium Potential,80,0.387,Onboarding Success Package,Dedicated account manager for first 90 days,Within 14 days,WhatsApp + Portal Tutorial,55,Moderate potential with room for growth. Focus on feature adoption.
SME-2024-00843,Toko Mitra Pratama Sentosa,Pertanian & Agribisnis,Denpasar,Pelanggan Baru,Kecil,11,0.3333333333333333,1293641.0,1.0,5,48.9,70.3,21.2,48.9,Low Potential,80,0.285,Re-evaluate Product Fit,Offer downgraded package or flexible terms,Within 30 days,Email Survey + Phone Follow-up,35,Low potential signals possible mismatch. Prevent silent churn.
